Timestamp_ns,Timestamp_sec,Motor_Position,Motor_Velocity,Motor_Current_mA,Serial_ESP_Data,OptoForce_Fx,OptoForce_Fy,OptoForce_Fz
1749026495068134591,1749026495.0681345,,,,,-0.0889152341434499,-1.0951979780960404,-1.4814814814814816
1749026495077972817,1749026495.0779727,,,,,-0.05927682276229994,-1.0951979780960404,-1.4814814814814816
1749026495084620586,1749026495.0846205,,,,-8957.0,-0.05927682276229994,-1.0951979780960404,-1.4814814814814816
1749026495088143634,1749026495.0881436,,,,-8957.0,-0.05927682276229994,-1.0671159786576805,-0.7407407407407408
1749026495097793385,1749026495.0977933,,,,-8957.0,-0.05927682276229994,-1.0671159786576805,-0.4938271604938272
1749026495108134584,1749026495.1081347,,,,-8957.0,-0.0889152341434499,-1.0671159786576805,-0.4938271604938272
1749026495118525242,1749026495.1185253,,,,-8957.0,-0.0889152341434499,-1.0671159786576805,-0.4938271604938272
1749026495127736428,1749026495.1277363,,,,-8957.0,-0.05927682276229994,-1.0671159786576805,-0.7407407407407408
1749026495137713182,1749026495.1377132,,,,-8957.0,-0.0889152341434499,-1.0671159786576805,-0.7407407407407408
1749026495147748615,1749026495.1477487,,,,-8957.0,-0.05927682276229994,-1.0951979780960404,-0.2469135802469136
1749026495157902038,1749026495.157902,,,,-8957.0,-0.0889152341434499,-1.0951979780960404,-0.2469135802469136
1749026495162345876,1749026495.162346,-10370,0,0.0,-8957.0,-0.0889152341434499,-1.0951979780960404,-0.2469135802469136
1749026495167985323,1749026495.1679854,-10370,0,0.0,-8957.0,-0.0889152341434499,-1.0951979780960404,-0.2469135802469136
1749026495177347960,1749026495.177348,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0951979780960404,-0.2469135802469136
1749026495178572211,1749026495.1785722,-10370,0,0.0,-8998.0,-0.05927682276229994,-1.0951979780960404,-0.2469135802469136
1749026495187937083,1749026495.187937,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,-0.7407407407407408
1749026495198653557,1749026495.1986535,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,-0.9876543209876544
1749026495208754237,1749026495.208754,-10370,0,0.0,-8998.0,-0.05927682276229994,-1.0671159786576805,-0.9876543209876544
1749026495218633469,1749026495.2186334,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,-0.9876543209876544
1749026495227878187,1749026495.227878,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,-0.7407407407407408
1749026495237937931,1749026495.237938,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0671159786576805,-0.7407407407407408
1749026495247758553,1749026495.2477586,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0390339792193204,-1.234567901234568
1749026495257778478,1749026495.2577784,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0390339792193204,-0.4938271604938272
1749026495258398672,1749026495.2583988,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0390339792193204,-0.4938271604938272
1749026495268520868,1749026495.268521,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,-0.2469135802469136
1749026495278746872,1749026495.2787468,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,0.0
1749026495279609821,1749026495.27961,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,0.0
1749026495287742269,1749026495.2877421,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-0.7407407407407408
1749026495298568418,1749026495.2985685,-10370,0,0.0,-8938.0,-0.05927682276229994,-1.0671159786576805,-0.9876543209876544
1749026495308710175,1749026495.30871,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0951979780960404,-0.9876543209876544
1749026495318513542,1749026495.3185136,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-0.2469135802469136
1749026495327925358,1749026495.3279252,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-0.2469135802469136
1749026495337947170,1749026495.3379471,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-1.234567901234568
1749026495347844495,1749026495.3478446,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-1.4814814814814816
1749026495354561213,1749026495.3545613,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-1.4814814814814816
1749026495358009095,1749026495.358009,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,-0.9876543209876544
1749026495368562940,1749026495.368563,-10370,0,0.0,-8938.0,-0.05927682276229994,-1.0671159786576805,-1.7283950617283952
1749026495372886693,1749026495.372887,-10370,0,0.0,-8902.0,-0.05927682276229994,-1.0671159786576805,-1.7283950617283952
1749026495378079123,1749026495.3780792,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0390339792193204,-1.9753086419753088
1749026495387721190,1749026495.3877213,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0390339792193204,-1.4814814814814816
1749026495398577029,1749026495.3985772,-10370,0,0.0,-8902.0,-0.05927682276229994,-1.0671159786576805,-0.7407407407407408
1749026495408606664,1749026495.4086068,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,-1.234567901234568
1749026495418589565,1749026495.4185894,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0951979780960404,-0.9876543209876544
1749026495427928729,1749026495.427929,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,-0.9876543209876544
1749026495437745160,1749026495.437745,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,-0.4938271604938272
1749026495447743429,1749026495.4477434,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,0.0
1749026495450426652,1749026495.4504266,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,0.0
1749026495458299300,1749026495.4582994,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,-0.2469135802469136
1749026495465870514,1749026495.4658706,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,-0.2469135802469136
1749026495468129842,1749026495.4681299,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,-0.2469135802469136
1749026495477744943,1749026495.4777448,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,-0.4938271604938272
1749026495488425161,1749026495.4884253,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,-0.7407407407407408
1749026495498293845,1749026495.4982939,-10370,0,0.0,-8912.0,-0.11855364552459988,-1.0671159786576805,-0.9876543209876544
1749026495508303431,1749026495.5083034,-10370,0,0.0,-8912.0,-0.11855364552459988,-1.0390339792193204,-1.234567901234568
1749026495518229817,1749026495.5182297,-10370,0,0.0,-8912.0,-0.11855364552459988,-1.0390339792193204,-0.9876543209876544
1749026495527716101,1749026495.5277162,-10370,0,0.0,-8912.0,-0.14819205690574985,-1.0671159786576805,-0.9876543209876544
1749026495537868686,1749026495.5378687,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,-0.9876543209876544
1749026495547740024,1749026495.54774,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,-0.9876543209876544
