Timestamp_ns,Timestamp_sec,Motor_Position,Motor_Velocity,Motor_Current_mA,Serial_ESP_Data,OptoForce_Fx,OptoForce_Fy,OptoForce_Fz
1.74902649506813E+018,1749026495.0681345,,,,,-0.0889152341434499,-1.0951979780960404,1.51851851851852
1.74902649507797E+018,1749026495.0779727,,,,,-0.05927682276229994,-1.0951979780960404,1.51851851851852
1.74902649508462E+018,1749026495.0846205,,,,-8957.0,-0.05927682276229994,-1.0951979780960404,1.51851851851852
1.74902649508814E+018,1749026495.0881436,,,,-8957.0,-0.05927682276229994,-1.0671159786576805,2.25925925925926
1.74902649509779E+018,1749026495.0977933,,,,-8957.0,-0.05927682276229994,-1.0671159786576805,2.50617283950617
1.74902649510813E+018,1749026495.1081347,,,,-8957.0,-0.0889152341434499,-1.0671159786576805,2.50617283950617
1.74902649511853E+018,1749026495.1185253,,,,-8957.0,-0.0889152341434499,-1.0671159786576805,2.50617283950617
1.74902649512774E+018,1749026495.1277363,,,,-8957.0,-0.05927682276229994,-1.0671159786576805,2.25925925925926
1.74902649513771E+018,1749026495.1377132,,,,-8957.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649514775E+018,1749026495.1477487,,,,-8957.0,-0.05927682276229994,-1.0951979780960404,2.75308641975309
1.7490264951579E+018,1749026495.157902,,,,-8957.0,-0.0889152341434499,-1.0951979780960404,2.75308641975309
1.74902649516235E+018,1749026495.162346,-10370,0,0.0,-8957.0,-0.0889152341434499,-1.0951979780960404,2.75308641975309
1.74902649516799E+018,1749026495.1679854,-10370,0,0.0,-8957.0,-0.0889152341434499,-1.0951979780960404,2.75308641975309
1.74902649517735E+018,1749026495.177348,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0951979780960404,2.75308641975309
1.74902649517857E+018,1749026495.1785722,-10370,0,0.0,-8998.0,-0.05927682276229994,-1.0951979780960404,2.75308641975309
1.74902649518794E+018,1749026495.187937,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649519865E+018,1749026495.1986535,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.74902649520875E+018,1749026495.208754,-10370,0,0.0,-8998.0,-0.05927682276229994,-1.0671159786576805,2.01234567901235
1.74902649521863E+018,1749026495.2186334,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.74902649522788E+018,1749026495.227878,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649523794E+018,1749026495.237938,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0671159786576805,2.25925925925926
1.74902649524776E+018,1749026495.2477586,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0390339792193204,1.76543209876543
1.74902649525778E+018,1749026495.2577784,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0390339792193204,2.50617283950617
1.7490264952584E+018,1749026495.2583988,-10370,0,0.0,-8998.0,-0.11855364552459988,-1.0390339792193204,2.50617283950617
1.74902649526852E+018,1749026495.268521,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649527875E+018,1749026495.2787468,-10370,0,0.0,-8998.0,-0.0889152341434499,-1.0671159786576805,3
1.74902649527961E+018,1749026495.27961,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,3
1.74902649528774E+018,1749026495.2877421,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649529857E+018,1749026495.2985685,-10370,0,0.0,-8938.0,-0.05927682276229994,-1.0671159786576805,2.01234567901235
1.74902649530871E+018,1749026495.30871,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0951979780960404,2.01234567901235
1.74902649531851E+018,1749026495.3185136,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649532793E+018,1749026495.3279252,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649533795E+018,1749026495.3379471,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,1.76543209876543
1.74902649534784E+018,1749026495.3478446,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,1.51851851851852
1.74902649535456E+018,1749026495.3545613,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,1.51851851851852
1.74902649535801E+018,1749026495.358009,-10370,0,0.0,-8938.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.74902649536856E+018,1749026495.368563,-10370,0,0.0,-8938.0,-0.05927682276229994,-1.0671159786576805,1.2716049382716
1.74902649537289E+018,1749026495.372887,-10370,0,0.0,-8902.0,-0.05927682276229994,-1.0671159786576805,1.2716049382716
1.74902649537808E+018,1749026495.3780792,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0390339792193204,1.02469135802469
1.74902649538772E+018,1749026495.3877213,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0390339792193204,1.51851851851852
1.74902649539858E+018,1749026495.3985772,-10370,0,0.0,-8902.0,-0.05927682276229994,-1.0671159786576805,2.25925925925926
1.74902649540861E+018,1749026495.4086068,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,1.76543209876543
1.74902649541859E+018,1749026495.4185894,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0951979780960404,2.01234567901235
1.74902649542793E+018,1749026495.427929,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.74902649543775E+018,1749026495.437745,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,2.50617283950617
1.74902649544774E+018,1749026495.4477434,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,3
1.74902649545043E+018,1749026495.4504266,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,3
1.7490264954583E+018,1749026495.4582994,-10370,0,0.0,-8902.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649546587E+018,1749026495.4658706,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649546813E+018,1749026495.4681299,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649547775E+018,1749026495.4777448,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,2.50617283950617
1.74902649548843E+018,1749026495.4884253,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649549829E+018,1749026495.4982939,-10370,0,0.0,-8912.0,-0.11855364552459988,-1.0671159786576805,2.01234567901235
1.7490264955083E+018,1749026495.5083034,-10370,0,0.0,-8912.0,-0.11855364552459988,-1.0390339792193204,1.76543209876543
1.74902649551823E+018,1749026495.5182297,-10370,0,0.0,-8912.0,-0.11855364552459988,-1.0390339792193204,2.01234567901235
1.74902649552772E+018,1749026495.5277162,-10370,0,0.0,-8912.0,-0.14819205690574985,-1.0671159786576805,2.01234567901235
1.74902649553787E+018,1749026495.5378687,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.74902649554774E+018,1749026495.54774,-10370,0,0.0,-8912.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.7490264955579E+018,1749026495.5578954,-10370,0,0.0,-8944.0,-0.0889152341434499,-1.0671159786576805,2.01234567901235
1.74902649555795E+018,1749026495.557954,-10370,0,0.0,-8944.0,-0.0889152341434499,-1.0671159786576805,3
1.74902649556243E+018,1749026495.562433,-10370,0,0.0,-8944.0,-0.0889152341434499,-1.0671159786576805,3
1.74902649556774E+018,1749026495.5677354,-10370,0,0.0,-8944.0,-0.0889152341434499,-1.0671159786576805,2.75308641975309
1.74902649557774E+018,1749026495.5777376,-10370,0,0.0,-8944.0,-0.11855364552459988,-1.0671159786576805,2.50617283950617
1.7490264955883E+018,1749026495.5882974,-10370,0,0.0,-8944.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649559872E+018,1749026495.5987184,-10370,0,0.0,-8944.0,-0.0889152341434499,-1.0671159786576805,2.25925925925926
1.74902649560828E+018,1749026495.608283,-10370,0,0.0,-8944.0,-0.05927682276229994,-1.0671159786576805,2.50617283950617
